model,loss,optimizer,learning_rate,pretrained,fine_tune_last_block,best_val_loss,best_val_acc,epochs_trained,training_time_seconds
densenet121,CrossEntropyLoss,Adam,0.0001,True,True,0.5092893014215443,0.773972602739726,14,228.43654918670654
