model,loss,optimizer,learning_rate,pretrained,fine_tune_last_block,best_val_loss,best_val_acc,epochs_trained,training_time_seconds
resnet18_classweighted,Class-weighted CrossEntropyLoss,Adam,0.0001,True,True,0.6047661073812066,0.7465753424657534,9,814.7065160274506
