epoch,train_loss,val_loss,best_epoch_so_far,epochs_without_improvement,train_accuracy,train_macro_f1,train_weighted_f1,train_mae,train_qwk,train_total_errors,train_adjacent_errors,train_distant_errors,train_total_error_rate,train_adjacent_error_rate,train_distant_error_rate,val_accuracy,val_macro_f1,val_weighted_f1,val_mae,val_qwk,val_total_errors,val_adjacent_errors,val_distant_errors,val_total_error_rate,val_adjacent_error_rate,val_distant_error_rate
11,0.2869487320422195,0.5155465839660331,9,1,0.8955078125,0.8894741399604177,0.8948267885368353,0.1416015625,0.9411618098717278,107,77,30,0.1044921875,0.0751953125,0.029296875,0.821917808219178,0.8104479019330505,0.8129048717004772,0.22602739726027396,0.9144668826245779,26,21,5,0.1780821917808219,0.14383561643835616,0.03424657534246575
12,0.26585847651585937,0.5689705376392102,11,0,0.8974609375,0.8973386395885996,0.8970245483851882,0.130859375,0.9501656602466021,105,80,25,0.1025390625,0.078125,0.0244140625,0.8287671232876712,0.8185779884603415,0.8224717485636099,0.2328767123287671,0.8932800545782369,25,20,5,0.17123287671232876,0.136986301369863,0.03424657534246575
13,0.28506711532827467,0.702623380054656,11,1,0.8935546875,0.8894392395637691,0.8927532852809114,0.154296875,0.9308402605151608,109,71,38,0.1064453125,0.0693359375,0.037109375,0.773972602739726,0.777257318108382,0.7713607891107161,0.2808219178082192,0.8953392718640563,33,27,6,0.22602739726027396,0.18493150684931506,0.0410958904109589
14,0.23449490027269349,0.7769287427606648,11,2,0.9072265625,0.8977495016556329,0.9064600812933397,0.125,0.949956064459438,95,66,29,0.0927734375,0.064453125,0.0283203125,0.7465753424657534,0.7250121381886088,0.734094112530857,0.2945205479452055,0.8986421292918834,37,33,4,0.2534246575342466,0.22602739726027396,0.0273972602739726
15,0.20659176463959739,0.6823412471048993,11,3,0.9306640625,0.922668182947884,0.9303788115591032,0.0947265625,0.9594208366924014,71,52,19,0.0693359375,0.05078125,0.0185546875,0.8013698630136986,0.8031472127775267,0.7926232477805002,0.21232876712328766,0.9373419630222469,29,28,1,0.19863013698630136,0.1917808219178082,0.00684931506849315
16,0.19090346858138219,0.6795897612173576,15,0,0.927734375,0.9305063559085989,0.9275397557509126,0.103515625,0.954801295271947,74,48,26,0.072265625,0.046875,0.025390625,0.8287671232876712,0.8078396739759037,0.8239048025255101,0.22602739726027396,0.9078726968174204,25,20,5,0.17123287671232876,0.136986301369863,0.03424657534246575
17,0.20056584067060612,0.9233628396935162,15,1,0.9248046875,0.9234759723966635,0.9248313658033205,0.10546875,0.9545513959799368,77,51,26,0.0751953125,0.0498046875,0.025390625,0.7876712328767124,0.7692791584718994,0.7814433628304134,0.2808219178082192,0.8855986714382617,31,24,7,0.21232876712328766,0.1643835616438356,0.04794520547945205
18,0.17661053739720955,0.802166730878326,15,2,0.9423828125,0.9401252201737227,0.9421963952763429,0.072265625,0.9730597736272645,59,46,13,0.0576171875,0.044921875,0.0126953125,0.7671232876712328,0.7718194254445965,0.7706182186158949,0.2876712328767123,0.8880046025505801,34,29,5,0.2328767123287671,0.19863013698630136,0.03424657534246575
19,0.14547369666979648,0.6440148691276777,15,3,0.9453125,0.9484741095221189,0.9454919781771185,0.080078125,0.9639433798386529,56,35,21,0.0546875,0.0341796875,0.0205078125,0.8356164383561644,0.8278539253539254,0.8326423414608346,0.19863013698630136,0.9256812747117457,24,21,3,0.1643835616438356,0.14383561643835616,0.02054794520547945
20,0.14200651117425878,0.7016918189019883,15,4,0.95703125,0.9579668491779204,0.9569015372432119,0.0654296875,0.9691474091093921,44,26,18,0.04296875,0.025390625,0.017578125,0.8082191780821918,0.8133220138098187,0.8085111643247294,0.2191780821917808,0.922404213170991,28,26,2,0.1917808219178082,0.1780821917808219,0.0136986301369863
21,0.15345213888213038,0.8350973759350456,15,5,0.94921875,0.9443808309124944,0.9494603759725668,0.0654296875,0.9746965018814192,52,39,13,0.05078125,0.0380859375,0.0126953125,0.7328767123287672,0.7491268594044916,0.7361832365908229,0.3287671232876712,0.8724198195644987,39,34,5,0.2671232876712329,0.2328767123287671,0.03424657534246575
22,0.14386066640145145,0.7029641680808161,15,6,0.9521484375,0.9478008214757349,0.9520389766220992,0.0625,0.9754948309409016,49,36,13,0.0478515625,0.03515625,0.0126953125,0.8082191780821918,0.8002740015319747,0.8032549581521455,0.2534246575342466,0.8980796960472408,28,22,6,0.1917808219178082,0.1506849315068493,0.0410958904109589
