label,class_name,precision,recall,f1_score,support
0,Normal,0.810126582278481,0.7032967032967034,0.7529411764705882,91
1,Doubtful,0.6875,0.625,0.6547619047619048,88
2,Mild,0.3793103448275862,0.5789473684210527,0.4583333333333333,38
3,Moderate,0.7692307692307693,0.8571428571428571,0.8108108108108109,35
4,Severe,0.7894736842105263,0.7142857142857143,0.75,42
