model,loss,optimizer,learning_rate,pretrained,fine_tune_last_block,alpha,best_val_loss,best_val_acc,epochs_trained,training_time_seconds
efficientnet_ordinal,Ordinal-aware weighted loss,Adam,0.0001,True,True,1.0,1.0977917454459452,0.7212121212121212,20,1858.4478011131287
