epoch,train_loss,train_acc,val_loss,val_acc
1,2.119490746605448,0.31255411255411253,1.9419829549211445,0.49696969696969695
2,1.8638133631124125,0.470995670995671,1.757335167942625,0.5393939393939394
3,1.711466461652285,0.49696969696969695,1.6164191383304019,0.5878787878787879
4,1.5866391961192672,0.5116883116883116,1.5644424012213043,0.5454545454545454
5,1.5290156190013473,0.5766233766233766,1.4525539116425947,0.6060606060606061
6,1.4584344046456472,0.5748917748917749,1.4043789097757051,0.6242424242424243
7,1.374510282871527,0.5835497835497836,1.3766476808172283,0.6181818181818182
8,1.381731940141488,0.5974025974025974,1.3064197605306451,0.6424242424242425
9,1.272972280535347,0.606926406926407,1.2637114098577789,0.6666666666666666
10,1.2219992867795937,0.6285714285714286,1.2755885817787864,0.6424242424242425
11,1.2313032885134478,0.6225108225108225,1.213765073183811,0.6484848484848484
12,1.1758757578862178,0.6406926406926406,1.2492598208514127,0.6181818181818182
13,1.2054534424951067,0.6277056277056277,1.169515125318007,0.7090909090909091
14,1.163930550178924,0.6424242424242425,1.16162519382708,0.696969696969697
15,1.0999525606890261,0.6614718614718614,1.1187256914196593,0.7090909090909091
16,1.1140732733202188,0.658008658008658,1.098225797667648,0.7272727272727273
17,1.1076125234752507,0.6536796536796536,1.1475628000317197,0.6848484848484848
18,1.0912557978134652,0.6536796536796536,1.1133485459920132,0.7333333333333333
19,1.0409605202736794,0.6926406926406926,1.0977917454459452,0.7212121212121212
20,1.0684768139025866,0.6813852813852814,1.1077762694069833,0.7151515151515152
