label,class_name,precision,recall,f1_score,support
0,Normal,0.8901098901098901,0.7864077669902912,0.8350515463917526,103
1,Doubtful,0.6880733944954128,0.7894736842105263,0.7352941176470589,95
2,Mild,0.5609756097560976,0.48936170212765956,0.5227272727272727,47
3,Moderate,0.7450980392156863,0.8636363636363636,0.8,44
4,Severe,0.868421052631579,0.8048780487804879,0.8354430379746836,41
