model,backbone,loss_type,ordinal_alpha,stage_1_epochs,stage_2_max_epochs,stage_1_learning_rate,stage_2_learning_rate,optimizer,scheduler,scheduler_factor,scheduler_patience,early_stopping_patience,best_val_loss,best_val_acc,epochs_trained
densenet121_improved_standard,DenseNet121,standard,,3,20,0.0005,0.0001,Adam,ReduceLROnPlateau,0.5,2,5,0.5312280201748626,0.7671232876712328,25
