epoch,train_loss,train_acc,val_loss,val_acc
1,1.3764647487550974,0.44921875,1.0703434405261523,0.6643835616438356
2,1.0425892556086183,0.6435546875,0.8840422711960257,0.7054794520547946
3,0.8464615340344608,0.708984375,0.8033679070538038,0.726027397260274
4,0.7230624724179506,0.73828125,0.7159715719418983,0.7534246575342466
5,0.6545017613098025,0.7783203125,0.7086367460146342,0.7602739726027398
6,0.555380008649081,0.802734375,0.6954668009117858,0.7465753424657534
7,0.4998253455851227,0.8232421875,0.6355917388445711,0.7602739726027398
8,0.4681158640887588,0.84765625,0.6494127299687634,0.7808219178082192
9,0.39278724673204124,0.865234375,0.6365138267817563,0.7465753424657534
10,0.3923012709710747,0.85546875,0.6592286114823328,0.7602739726027398
11,0.33285032818093896,0.87890625,0.6061988770961761,0.7602739726027398
12,0.3125641307560727,0.8984375,0.6367417978097315,0.773972602739726
13,0.29573588562197983,0.8916015625,0.6342946907428846,0.7671232876712328
14,0.25014995865058154,0.9140625,0.5807677574761926,0.7876712328767124
15,0.23638783697970212,0.92578125,0.588605744177348,0.7945205479452054
16,0.20553656591800973,0.9384765625,0.6741579044355105,0.7945205479452054
17,0.19397654331987724,0.92578125,0.585612734090792,0.815068493150685
18,0.1765895713469945,0.9365234375,0.6084415108373721,0.7534246575342466
19,0.1544291686732322,0.94140625,0.6632430464131375,0.815068493150685
