model,loss,optimizer,learning_rate,pretrained,fine_tune_last_block,best_val_loss,best_val_acc,epochs_trained,training_time_seconds
resnet18,CrossEntropyLoss,Adam,0.0001,True,True,0.5778046429973759,0.8082191780821918,11,1616.5386192798615
