label,class_name,precision,recall,f1_score,support
0,Normal,0.6911764705882353,0.912621359223301,0.7866108786610879,103
1,Doubtful,0.6363636363636364,0.5894736842105263,0.6120218579234973,95
2,Mild,0.5833333333333334,0.14893617021276595,0.23728813559322035,47
3,Moderate,0.7777777777777778,0.6363636363636364,0.7,44
4,Severe,0.5689655172413793,0.8048780487804879,0.6666666666666666,41
