label,class_name,precision,recall,f1_score,support
0,Normal,0.7317073170731707,0.8737864077669902,0.7964601769911505,103
1,Doubtful,0.6805555555555556,0.5157894736842106,0.5868263473053892,95
2,Mild,0.5625,0.3829787234042553,0.45569620253164556,47
3,Moderate,0.7894736842105263,0.6818181818181818,0.7317073170731707,44
4,Severe,0.5384615384615384,0.8536585365853658,0.660377358490566,41
