label,class_name,precision,recall,f1_score,support
0,Normal,0.7407407407407407,0.8791208791208791,0.8040201005025126,91
1,Doubtful,0.7625,0.6931818181818182,0.7261904761904762,88
2,Mild,0.6551724137931034,0.5,0.5671641791044776,38
3,Moderate,0.7692307692307693,0.8571428571428571,0.8108108108108109,35
4,Severe,0.868421052631579,0.7857142857142857,0.825,42
