label,class_name,precision,recall,f1_score,support
0,Normal,0.7456140350877193,0.8252427184466019,0.783410138248848,103
1,Doubtful,0.6428571428571429,0.5684210526315789,0.6033519553072626,95
2,Mild,0.5757575757575758,0.40425531914893614,0.475,47
3,Moderate,0.8529411764705882,0.6590909090909091,0.7435897435897436,44
4,Severe,0.5384615384615384,0.8536585365853658,0.660377358490566,41
